image_indx,time [min],x center [um],y center [um],x span [um],y span [um],area [um^2],outline [um],ramification index,spanned area (convex hull) [um^2],spanned outline (convex hull) [um],spanned area center x (convex hull) [um],spanned area center y (convex hull) [um],polarity vector x (binary) [um],polarity vector y (binary) [um],polarity vector length (binary) [um],polarity index (binary),ID of largest skeleton (skl),# found skls,# branches (largest skl),# junctions (largest skl),# tips (largest skl),# triple points (largest skl),# quadruple points (largest skl),# junction voxels (largest skl),# slab voxels (largest skl),tree length (largest skl) [um],average branch length (largest skl) [um],maximum branch length (largest skl) [um],shortest path (largest skl) [um],# branches (all skls),# junctions (all skls),# tips (all skls),# triple points (all skls),# quadruple points (all skls),# junction voxels (all skls),# slab voxels (all skls),tree length (all skls) [um],average branch length (all skls) [um],maximum branch length (all skls) [um],shortest path (all skl) [um]
733,0.0,23.074246,35.761809,42.534,64.218,638.694297,232.686,2.59728,1152.014625,211.836,22.622329,33.864523,-0.451917,-1.897286,1.950365,0.050925,1,1,3,1,3,1,0,1,153,74.033807,24.677936,61.738445,67.921899,3,1,3,1,0,1,153,74.033807,24.677936,61.738445,67.921899
734,0.0,18.541508,15.935586,34.194,32.109,498.191985,150.954,1.907837,620.262063,130.938,18.28002,16.161702,-0.261489,0.226116,0.345695,0.012301,1,1,3,1,3,1,0,1,85,42.741447,14.247149,29.856358,38.887266,3,1,3,1,0,1,85,42.741447,14.247149,29.856358,38.887266
735,0.0,22.019282,15.061031,43.785,28.773,383.773023,188.484,2.714141,766.154934,143.448,21.663652,15.800098,-0.35563,0.739067,0.820178,0.02626,1,1,4,1,4,0,1,2,151,74.450807,18.612702,23.226268,44.135539,4,1,4,0,1,2,151,74.450807,18.612702,23.226268,44.135539
736,0.0,18.241164,32.76047,32.526,62.133,686.86155,277.722,2.989309,1373.375322,186.816,18.722339,31.712011,0.481176,-1.04846,1.153602,0.027587,1,1,9,4,6,4,0,6,228,113.409619,12.601069,26.317995,65.878809,9,4,6,4,0,6,228,113.409619,12.601069,26.317995,65.878809
737,0.0,19.427766,20.78109,50.457,45.87,574.007589,196.824,2.317471,827.363862,190.986,21.575675,21.962964,2.147909,1.181875,2.451599,0.075535,1,1,1,0,2,0,0,0,101,54.27944,54.27944,54.27944,54.27944,1,0,2,0,0,0,101,54.27944,54.27944,54.27944,54.27944
738,0.0,18.674335,20.019627,45.453,35.862,609.828723,246.864,2.819999,983.342295,160.962,19.913391,18.476566,1.239056,-1.543061,1.978963,0.055928,1,1,10,5,5,5,0,11,175,93.351708,9.335171,16.768906,50.711442,10,5,5,5,0,11,175,93.351708,9.335171,16.768906,50.711442
739,0.0,18.336949,20.772182,38.364,41.283,1092.544587,170.97,1.459135,1194.61743,157.626,19.004517,20.469298,0.667568,-0.302884,0.733066,0.018796,1,1,1,0,2,0,0,0,82,41.520082,41.520082,41.520082,41.520082,1,0,2,0,0,0,82,41.520082,41.520082,41.520082,41.520082
740,0.0,11.366306,10.331616,25.854,22.101,213.535692,99.246,1.9159,255.442941,94.242,11.460687,10.707873,0.094381,0.376257,0.387913,0.02151,1,1,1,0,2,0,0,0,51,27.383993,27.383993,27.383993,27.383993,1,0,2,0,0,0,51,27.383993,27.383993,27.383993,27.383993
741,0.0,8.355656,7.515692,17.931,18.765,145.892871,80.898,1.889365,197.190126,71.724,8.393688,7.777013,0.038032,0.261321,0.264074,0.016666,1,1,3,1,3,1,0,3,51,26.28836,8.762787,10.698908,19.241271,3,1,3,1,0,3,51,26.28836,8.762787,10.698908,19.241271
742,0.0,31.298098,16.513262,47.538,30.441,588.614265,192.654,2.24005,819.191079,154.29,28.187598,17.577333,-3.1105,1.064072,3.28747,0.101792,1,1,7,3,5,3,0,9,121,64.543988,9.22057,21.427452,52.290536,7,3,5,3,0,9,121,64.543988,9.22057,21.427452,52.290536
743,0.0,11.33915,18.077783,22.518,37.53,265.528503,135.942,2.353386,423.767493,118.428,10.110753,18.19802,-1.228398,0.120237,1.234268,0.053136,1,1,3,1,3,1,0,3,92,47.703536,15.901179,22.046814,40.90072,3,1,3,1,0,3,92,47.703536,15.901179,22.046814,40.90072
744,0.0,14.322632,9.687974,34.194,21.684,371.253015,130.104,1.904806,513.668106,110.088,15.633971,10.332961,1.311339,0.644986,1.461375,0.057143,1,1,5,2,4,2,0,2,83,40.94263,8.188526,12.152271,27.610906,5,2,4,2,0,2,83,40.94263,8.188526,12.152271,27.610906
745,0.0,24.839676,12.217984,53.376,24.603,501.843654,170.97,2.152934,714.162123,154.29,25.969799,12.607523,1.130124,0.389539,1.195375,0.039642,1,1,3,1,3,1,0,1,106,51.152993,17.050998,36.528358,48.061266,3,1,3,1,0,1,106,51.152993,17.050998,36.528358,48.061266
746,0.0,12.357787,28.350186,24.603,46.287,548.793684,185.148,2.229511,912.047805,140.112,12.990246,24.150819,0.632459,-4.199367,4.246727,0.124621,1,1,3,1,3,1,0,3,120,59.206809,19.735603,31.435452,49.729266,3,1,3,1,0,3,120,59.206809,19.735603,31.435452,49.729266
747,0.0,13.770844,10.450747,25.02,26.688,287.264628,115.926,1.929456,407.769705,101.748,12.700006,12.148748,-1.070838,1.698001,2.007462,0.088102,1,1,3,1,3,1,0,3,69,35.694358,11.898119,14.582725,26.461087,3,1,3,1,0,3,69,35.694358,11.898119,14.582725,26.461087
748,0.0,12.189376,7.601536,22.518,13.344,172.671777,71.724,1.539745,181.366227,70.056,12.038426,7.300299,-0.15095,-0.301238,0.336942,0.022173,1,1,1,0,2,0,0,0,35,17.257452,17.257452,17.257452,17.257452,1,0,2,0,0,0,35,17.257452,17.257452,17.257452,17.257452
749,0.0,20.620313,19.3806,42.534,38.364,366.210234,173.472,2.557168,617.132061,160.128,20.239775,19.928053,-0.380539,0.547453,0.666719,0.023785,1,1,3,1,3,1,0,1,111,57.728896,19.242965,38.87499,54.464442,3,1,3,1,0,1,111,57.728896,19.242965,38.87499,54.464442
750,0.0,26.911408,18.087479,56.712,41.7,695.556,303.576,3.247106,1551.785436,195.156,27.628119,19.749137,0.716711,1.661658,1.809636,0.040712,1,1,7,3,5,3,0,5,210,103.300437,14.757205,31.018452,62.054263,7,3,5,3,0,5,210,103.300437,14.757205,31.018452,62.054263
751,0.0,13.098477,6.939607,27.522,13.344,223.273476,86.736,1.63748,255.095163,80.064,12.908381,6.586866,-0.190095,-0.352741,0.400703,0.022234,1,1,1,0,2,0,0,0,40,18.996998,18.996998,18.996998,18.996998,1,0,2,0,0,0,40,18.996998,18.996998,18.996998,18.996998
752,0.0,15.970499,14.975471,43.785,28.356,675.906543,167.634,1.818921,834.319422,142.614,18.272822,16.076228,2.302323,1.100757,2.551932,0.078297,1,1,3,1,3,1,0,3,98,52.450988,17.483663,27.59863,43.146172,3,1,3,1,0,3,98,52.450988,17.483663,27.59863,43.146172
753,0.0,14.857487,12.201375,27.105,26.271,452.633067,130.938,1.736152,541.664235,105.084,14.078067,13.218766,-0.77942,1.017391,1.281632,0.048803,1,1,3,1,3,1,0,3,84,44.71299,14.90433,18.091452,34.472993,3,1,3,1,0,3,84,44.71299,14.90433,18.091452,34.472993
754,0.0,25.046326,18.263394,44.619,41.7,721.63935,225.18,2.364639,1247.827464,170.97,23.928455,18.71671,-1.117871,0.453316,1.206289,0.030263,1,1,7,3,5,3,0,5,180,89.450532,12.778647,24.864633,53.46999,7,3,5,3,0,5,180,89.450532,12.778647,24.864633,53.46999
755,0.0,12.829978,20.536073,31.692,38.364,539.229789,187.65,2.27959,796.585509,138.444,13.243277,21.868924,0.413299,1.33285,1.395459,0.043817,1,1,3,1,3,1,0,1,107,53.815445,17.938482,25.841725,41.35963,3,1,3,1,0,1,107,53.815445,17.938482,25.841725,41.35963
756,0.0,16.650082,36.815494,32.943,71.307,1016.728983,243.528,2.154475,1497.879846,206.832,18.097287,35.797857,1.447205,-1.017637,1.769177,0.040511,1,1,1,0,2,0,0,0,169,80.735442,80.735442,80.735442,80.735442,1,0,2,0,0,0,169,80.735442,80.735442,80.735442,80.735442
757,0.0,13.501289,17.274119,27.522,39.198,376.643574,165.966,2.412398,655.56153,131.772,13.344,17.613438,-0.157289,0.339319,0.374002,0.012945,1,1,7,3,5,3,0,7,104,51.022176,7.288882,18.723089,35.635087,7,3,5,3,0,7,104,51.022176,7.288882,18.723089,35.635087
758,0.0,10.659152,13.962523,26.271,27.105,353.342448,128.436,1.927454,475.586415,105.084,10.780937,14.293495,0.121784,0.330972,0.352667,0.014332,1,1,3,1,3,1,0,3,69,37.594355,12.531452,14.683906,29.022358,3,1,3,1,0,3,69,37.594355,12.531452,14.683906,29.022358
759,0.0,12.418965,5.484627,27.939,12.51,185.191785,95.076,1.970857,239.271264,79.23,13.311573,5.849516,0.892609,0.364889,0.96431,0.055248,1,1,3,1,3,1,0,1,56,26.848452,8.949484,13.129362,22.577271,3,1,3,1,0,1,56,26.848452,8.949484,13.129362,22.577271
760,0.0,20.405635,23.217812,34.611,42.951,577.659258,165.966,1.947952,749.635479,153.456,19.196171,24.079259,-1.209464,0.861447,1.484889,0.048063,1,1,3,1,3,1,0,1,104,52.21899,17.40633,26.549993,46.524082,3,1,3,1,0,1,104,52.21899,17.40633,26.549993,46.524082
761,0.0,21.122511,23.05134,43.368,50.874,1287.995823,248.532,1.95353,1706.024979,186.816,22.668781,24.841252,1.54627,1.789912,2.365319,0.050751,1,1,6,2,5,1,1,5,186,100.240689,16.706782,24.321901,63.554621,6,2,5,1,1,5,186,100.240689,16.706782,24.321901,63.554621
762,0.0,12.242831,21.065495,24.186,35.445,321.346872,135.108,2.126126,494.018649,117.594,11.041693,19.539628,-1.201138,-1.525867,1.941907,0.077429,1,1,3,1,3,1,0,3,84,42.122085,14.040695,22.088725,32.471814,3,1,3,1,0,3,84,42.122085,14.040695,22.088725,32.471814
763,0.0,14.315018,23.029412,39.198,48.372,512.276994,206.832,2.577866,1068.200127,173.472,14.417047,23.464175,0.102029,0.434763,0.446574,0.012109,1,1,3,1,3,1,0,1,139,68.02308,22.67436,23.065816,45.94663,3,1,3,1,0,1,139,68.02308,22.67436,23.065816,45.94663
764,0.0,7.388003,7.91899,12.927,17.514,126.591192,64.218,1.61009,144.501759,59.214,7.454565,7.61715,0.066562,-0.301841,0.309093,0.022788,1,1,1,0,2,0,0,0,15,7.362908,7.362908,7.362908,7.362908,1,0,2,0,0,0,15,7.362908,7.362908,7.362908,7.362908
765,0.0,19.319655,16.548129,41.7,41.7,601.829829,228.516,2.627694,1141.755174,165.132,20.785983,18.274139,1.466328,1.72601,2.26478,0.0594,1,1,9,4,6,4,0,6,181,89.522077,9.946897,20.319543,45.672722,9,4,6,4,0,6,181,89.522077,9.946897,20.319543,45.672722
766,0.0,18.585494,29.202482,37.53,45.453,647.736525,241.86,2.680772,1127.844054,164.298,16.45787,26.104419,-2.127624,-3.098063,3.758295,0.099177,1,1,7,3,5,3,0,5,196,97.677075,13.953868,26.502998,60.14199,7,3,5,3,0,5,196,97.677075,13.953868,26.502998,60.14199
767,0.0,32.020381,34.996211,57.546,70.056,2750.92398,322.758,1.735932,3146.869233,253.536,29.947395,34.069167,-2.072986,-0.927044,2.270832,0.035875,1,1,7,3,5,3,0,3,255,130.874517,18.69636,31.857536,84.148073,7,3,5,3,0,3,255,130.874517,18.69636,31.857536,84.148073
768,0.0,16.359303,13.11048,31.275,26.271,460.80585,173.472,2.279636,642.345966,113.424,15.777704,12.99428,-0.581599,-0.1162,0.593094,0.020739,1,1,7,3,5,3,0,5,112,61.094532,8.72779,15.02936,34.746901,7,3,5,3,0,5,112,61.094532,8.72779,15.02936,34.746901
769,0.0,17.822922,16.786596,35.445,35.028,440.460837,186.816,2.511051,740.419362,139.278,17.292377,16.2725,-0.530545,-0.514096,0.738765,0.024061,1,1,9,4,6,4,0,4,142,75.087529,8.343059,20.825449,45.332353,9,4,6,4,0,4,142,75.087529,8.343059,20.825449,45.332353
770,0.0,22.774354,25.188026,40.449,43.785,609.133167,231.852,2.650024,1012.207869,165.966,24.051573,23.818752,1.277218,-1.369274,1.872485,0.052159,1,1,6,2,5,1,1,5,173,92.746965,15.457827,32.459539,57.454988,6,2,5,1,1,5,173,92.746965,15.457827,32.459539,57.454988
771,0.0,12.365755,19.89244,27.105,38.364,329.519655,160.962,2.501369,599.91705,129.27,10.911017,21.287064,-1.454739,1.394624,2.015252,0.072917,1,1,3,1,3,1,0,3,111,57.871988,19.290663,21.844452,43.086901,3,1,3,1,0,3,111,57.871988,19.290663,21.844452,43.086901
772,0.0,17.087606,18.904993,44.202,36.696,632.95596,175.974,1.973135,821.451636,160.128,19.342127,17.014906,2.254521,-1.890086,2.941987,0.090969,1,1,3,1,3,1,0,3,98,51.241899,17.080633,24.030633,45.12999,3,1,3,1,0,3,98,51.241899,17.080633,24.030633,45.12999
773,0.0,20.628191,17.045167,44.202,33.36,621.131508,266.046,3.011342,1001.252862,153.456,22.291902,17.010602,1.66371,-0.034565,1.664069,0.046606,1,1,14,7,7,7,0,17,219,115.309616,8.236401,17.632541,46.637539,14,7,7,7,0,17,219,115.309616,8.236401,17.632541,46.637539
774,0.0,22.929886,17.779528,48.789,39.198,1120.192938,234.354,1.975245,1381.721994,174.306,23.817071,18.25931,0.887185,0.479782,1.008607,0.024047,1,1,5,2,4,2,0,4,136,67.951534,13.590307,22.404543,42.092449,5,2,4,2,0,4,136,67.951534,13.590307,22.404543,42.092449
775,0.0,20.611004,18.845363,41.283,32.943,554.010354,198.492,2.378916,919.87281,146.784,21.391154,18.374407,0.78015,-0.470956,0.911282,0.026628,1,1,5,2,4,2,0,4,140,72.180804,14.436161,25.108906,46.941082,5,2,4,2,0,4,140,72.180804,14.436161,25.108906,46.941082
776,0.0,29.876098,16.412029,56.712,30.024,514.537551,230.184,2.862607,1120.540716,171.804,27.865229,16.09145,-2.010869,-0.320579,2.036263,0.053909,1,1,7,3,5,3,0,5,176,84.875807,12.125115,22.160271,59.868082,7,3,5,3,0,5,176,84.875807,12.125115,22.160271,59.868082
777,0.0,18.29292,26.550858,35.862,50.874,650.34486,246.03,2.721518,1249.392465,171.804,17.298826,26.937533,-0.994095,0.386674,1.06665,0.026743,1,1,7,3,5,3,0,5,183,89.867532,12.838219,21.153543,57.652266,7,3,5,3,0,5,183,89.867532,12.838219,21.153543,57.652266
778,0.0,14.397174,20.090083,26.688,34.194,400.814145,183.48,2.585308,595.569825,120.096,14.355697,19.012582,-0.041477,-1.077501,1.078299,0.039158,1,1,8,4,4,4,0,6,125,67.105259,8.388157,19.574449,39.965539,8,4,4,4,0,6,125,67.105259,8.388157,19.574449,39.965539
779,0.0,21.411069,29.545235,65.469,51.291,965.605617,316.086,2.869462,1572.652116,231.852,27.594851,25.328185,6.183782,-4.217049,7.484829,0.167267,1,1,5,2,4,2,0,4,224,116.363338,23.272668,46.065172,83.170981,5,2,4,2,0,4,224,116.363338,23.272668,46.065172,83.170981
780,0.0,15.993181,17.977973,36.696,45.453,497.844207,190.986,2.414626,841.796649,162.63,17.626541,21.245508,1.63336,3.267536,3.653034,0.111582,1,1,3,1,3,1,0,1,103,54.392896,18.130965,38.803445,47.863988,3,1,3,1,0,1,103,54.392896,18.130965,38.803445,47.863988
781,0.0,14.919853,14.701451,35.862,30.024,263.615724,136.776,2.376399,416.464155,130.104,15.246269,15.097228,0.326416,0.395778,0.513018,0.022279,1,1,1,0,2,0,0,0,92,46.38099,46.38099,46.38099,46.38099,1,0,2,0,0,0,92,46.38099,46.38099,46.38099,46.38099
782,0.0,32.373905,15.429988,50.457,30.024,660.7782,168.468,1.848777,791.19495,159.294,30.269159,15.874503,-2.104745,0.444515,2.151173,0.067776,1,1,1,0,2,0,0,0,98,48.192082,48.192082,48.192082,48.192082,1,0,2,0,0,0,98,48.192082,48.192082,48.192082,48.192082
783,0.0,15.995043,14.759952,31.275,25.437,451.241955,135.108,1.794202,550.184796,111.756,16.739571,13.597706,0.744528,-1.162246,1.380268,0.05215,1,1,1,0,2,0,0,0,81,39.893993,39.893993,39.893993,39.893993,1,0,2,0,0,0,81,39.893993,39.893993,39.893993,39.893993
784,0.0,13.195979,7.760342,26.271,16.68,262.57239,85.902,1.495457,272.484063,84.234,13.466279,7.809769,0.2703,0.049426,0.274782,0.014752,1,1,1,0,2,0,0,0,44,21.874087,21.874087,21.874087,21.874087,1,0,2,0,0,0,44,21.874087,21.874087,21.874087,21.874087
785,0.0,19.991459,10.547107,37.947,26.688,363.42801,162.63,2.406504,678.514878,127.602,20.710216,10.657332,0.718757,0.110224,0.72716,0.02474,1,1,5,2,4,2,0,4,108,54.691355,10.938271,21.010452,36.987268,5,2,4,2,0,4,108,54.691355,10.938271,21.010452,36.987268
786,0.0,13.044617,24.299172,25.02,52.542,587.223153,169.302,1.970859,741.810474,153.456,12.499248,25.770326,-0.545369,1.471155,1.568988,0.051053,1,1,1,0,2,0,0,0,101,48.233993,48.233993,48.233993,48.233993,1,0,2,0,0,0,101,48.233993,48.233993,48.233993,48.233993
787,0.0,18.201986,20.525236,42.534,42.117,1140.71184,201.828,1.685732,1319.991399,167.634,19.044968,20.278774,0.842982,-0.246462,0.878272,0.021423,1,1,3,1,3,1,0,1,101,53.213442,17.737814,19.789087,38.285263,3,1,3,1,0,1,101,53.213442,17.737814,19.789087,38.285263
788,0.0,15.504296,18.722407,32.109,33.777,454.545846,174.306,2.306315,748.244367,130.104,14.824529,19.01488,-0.679767,0.292474,0.740016,0.023975,1,1,7,3,5,3,0,5,88,48.150172,6.878596,16.322271,31.280085,7,3,5,3,0,5,88,48.150172,6.878596,16.322271,31.280085
789,0.0,15.082804,13.471447,32.109,29.19,463.414185,142.614,1.868842,595.743714,120.93,15.378609,13.993965,0.295806,0.522518,0.600438,0.021801,1,1,3,1,3,1,0,3,97,47.888539,15.962846,18.824271,36.814541,3,1,3,1,0,3,97,47.888539,15.962846,18.824271,36.814541
790,0.0,18.958853,16.064307,32.526,33.36,569.312586,150.12,1.774836,682.514325,130.104,18.225237,15.913729,-0.733615,-0.150578,0.748909,0.025405,1,1,3,1,3,1,0,1,75,37.707812,12.569271,25.829449,32.531085,3,1,3,1,0,1,75,37.707812,12.569271,25.829449,32.531085
791,0.0,18.242301,19.718426,35.445,35.028,713.118789,147.618,1.559385,815.191632,138.444,17.518892,18.842921,-0.723409,-0.875505,1.135707,0.035252,1,1,1,0,2,0,0,0,63,31.178903,31.178903,31.178903,31.178903,1,0,2,0,0,0,63,31.178903,31.178903,31.178903,31.178903
792,0.0,9.735264,17.7134,17.931,32.109,270.919062,136.776,2.344149,457.849737,98.412,8.771175,14.731756,-0.964089,-2.981644,3.133635,0.129787,1,1,3,1,3,1,0,1,69,36.760355,12.253452,18.853906,30.618812,3,1,3,1,0,1,69,36.760355,12.253452,18.853906,30.618812
793,0.0,13.615516,10.889205,27.939,20.85,318.738537,117.594,1.858074,435.939723,95.91,13.438228,11.005091,-0.177288,0.115885,0.211803,0.00899,1,1,5,2,4,2,0,2,76,41.132717,8.226543,13.432906,27.455539,5,2,4,2,0,2,76,41.132717,8.226543,13.432906,27.455539
794,0.0,18.720095,12.992773,30.441,25.02,389.163582,122.598,1.753123,494.366427,109.254,18.037267,11.72609,-0.682828,-1.266684,1.439007,0.057357,1,1,3,1,3,1,0,3,84,42.467539,14.155846,20.349179,32.155995,3,1,3,1,0,3,84,42.467539,14.155846,20.349179,32.155995
795,0.0,17.684966,17.432548,30.858,38.781,562.183137,142.614,1.696752,660.256533,137.61,16.909366,17.646392,-0.7756,0.213845,0.80454,0.027748,1,1,1,0,2,0,0,0,66,33.638993,33.638993,33.638993,33.638993,1,0,2,0,0,0,66,33.638993,33.638993,33.638993,33.638993
796,0.0,14.772266,14.886082,35.445,32.943,443.41695,174.306,2.335077,781.283277,134.274,16.035659,16.553267,1.263393,1.667184,2.091809,0.066323,1,1,7,3,5,3,0,7,134,73.347983,10.478283,18.091452,42.282536,7,3,5,3,0,7,134,73.347983,10.478283,18.091452,42.282536
797,0.0,28.976974,22.874628,45.87,46.287,640.780965,229.35,2.555871,1146.102399,182.646,24.846867,23.865895,-4.130107,0.991267,4.247398,0.111188,1,1,4,2,2,2,0,4,144,74.986348,18.746587,34.961539,69.190259,4,2,2,2,0,4,144,74.986348,18.746587,34.961539,69.190259
798,0.0,19.28856,13.935828,47.538,27.522,706.337118,160.962,1.70849,853.273323,148.452,21.592093,14.722343,2.303534,0.786516,2.434106,0.073848,1,1,1,0,2,0,0,0,78,38.988447,38.988447,38.988447,38.988447,1,0,2,0,0,0,78,38.988447,38.988447,38.988447,38.988447
799,0.0,18.664891,26.374751,40.032,50.457,836.232201,219.342,2.139703,1183.836312,179.31,18.446064,27.191426,-0.218827,0.816674,0.845483,0.021777,1,1,5,2,4,2,0,4,150,74.653169,14.930634,21.558268,53.756174,5,2,4,2,0,4,150,74.653169,14.930634,21.558268,53.756174
800,0.0,19.52143,12.613653,37.947,27.105,425.332494,155.124,2.121826,620.957619,127.602,18.842363,12.159736,-0.679068,-0.453917,0.816807,0.029049,1,1,3,1,3,1,0,1,71,36.903447,12.301149,22.737722,30.719993,3,1,3,1,0,1,71,36.903447,12.301149,22.737722,30.719993
801,0.0,11.934886,18.585292,23.769,33.777,302.219082,142.614,2.314175,515.406996,113.424,11.583146,17.535385,-0.35174,-1.049907,1.10726,0.043223,1,1,3,1,3,1,0,3,101,51.80199,17.26733,21.242449,41.907447,3,1,3,1,0,3,101,51.80199,17.26733,21.242449,41.907447
802,0.0,18.728704,14.157918,40.449,28.773,590.353155,204.33,2.372309,820.408302,135.942,19.466069,13.720608,0.737365,-0.43731,0.85729,0.026525,1,1,5,2,4,2,0,2,135,68.153896,13.630779,26.317995,47.501174,5,2,4,2,0,2,135,68.153896,13.630779,26.317995,47.501174
803,0.0,11.167748,9.456004,23.352,19.599,202.232907,89.238,1.770186,258.225165,83.4,10.84186,8.875361,-0.325888,-0.580643,0.665845,0.036721,1,1,1,0,2,0,0,0,45,23.672903,23.672903,23.672903,23.672903,1,0,2,0,0,0,45,23.672903,23.672903,23.672903,23.672903
804,0.0,22.350394,17.471494,37.113,33.36,359.95023,172.638,2.566908,562.530915,139.278,20.858056,15.736755,-1.492338,-1.734739,2.288316,0.085504,1,1,4,1,4,0,1,4,111,61.612713,15.403178,28.361085,41.37699,4,1,4,0,1,4,111,61.612713,15.403178,28.361085,41.37699
805,0.0,12.536596,15.949539,27.939,34.194,509.842548,150.12,1.875494,681.818769,122.598,12.429121,16.959223,-0.107475,1.009684,1.015388,0.034462,1,1,3,1,3,1,0,1,90,46.208263,15.402754,21.730995,38.154447,3,1,3,1,0,1,90,46.208263,15.402754,21.730995,38.154447
806,0.0,17.135571,11.748411,35.028,20.016,398.553588,144.282,2.038749,520.275888,108.42,16.034291,11.154193,-1.10128,-0.594218,1.251364,0.04862,1,1,5,2,4,2,0,4,103,51.599628,10.319926,16.566543,35.146541,5,2,4,2,0,4,103,51.599628,10.319926,16.566543,35.146541
807,0.0,16.306293,15.479328,31.692,32.943,700.946559,140.946,1.501777,760.764375,127.602,15.735864,15.281692,-0.570429,-0.197636,0.603696,0.019397,1,1,1,0,2,0,0,0,27,15.648722,15.648722,15.648722,15.648722,1,0,2,0,0,0,27,15.648722,15.648722,15.648722,15.648722
808,0.0,23.190403,15.850367,44.202,31.692,381.860244,160.962,2.323626,626.695956,150.12,22.107711,15.562176,-1.082692,-0.288191,1.120391,0.039663,1,1,1,0,2,0,0,0,70,35.652447,35.652447,35.652447,35.652447,1,0,2,0,0,0,70,35.652447,35.652447,35.652447,35.652447
809,0.0,17.190284,17.505506,30.858,37.53,469.5003,187.65,2.443013,750.678813,135.108,16.141146,17.41726,-1.049139,-0.088245,1.052844,0.034055,1,1,7,3,5,3,0,5,125,64.371261,9.195894,17.733722,37.665901,7,3,5,3,0,5,125,64.371261,9.195894,17.733722,37.665901
810,0.0,19.433075,10.939883,37.113,24.603,372.991905,130.104,1.900361,488.975868,121.764,19.806759,10.805817,0.373684,-0.134067,0.397006,0.015911,1,1,1,0,2,0,0,0,59,29.510903,29.510903,29.510903,29.510903,1,0,2,0,0,0,59,29.510903,29.510903,29.510903,29.510903
811,0.0,21.11084,13.865189,36.696,30.024,591.570378,170.136,1.973277,807.888294,131.772,19.048176,15.537424,-2.062664,1.672235,2.655363,0.082793,1,1,5,2,4,2,0,2,121,63.87044,12.774088,17.94836,42.556445,5,2,4,2,0,2,121,63.87044,12.774088,17.94836,42.556445
812,0.0,11.761415,22.125126,25.02,38.781,428.288607,163.464,2.228173,636.781518,125.934,11.153896,19.52077,-0.607519,-2.604356,2.674276,0.09392,1,1,7,3,5,3,0,3,108,52.130085,7.447155,13.230543,35.563541,7,3,5,3,0,3,108,52.130085,7.447155,13.230543,35.563541
813,0.0,16.915102,13.695012,29.607,26.688,419.768046,131.772,1.814318,509.668659,110.922,16.341748,13.336531,-0.573355,-0.358482,0.676199,0.026545,1,1,3,1,3,1,0,1,69,34.860358,11.620119,16.768906,29.653995,3,1,3,1,0,1,69,34.860358,11.620119,16.768906,29.653995
814,0.0,16.355156,8.030292,27.522,22.935,244.314045,126.768,2.287866,389.51136,99.246,15.467349,9.500526,-0.887806,1.470234,1.717495,0.077122,1,1,3,1,3,1,0,3,84,42.812993,14.270998,30.386814,37.779358,3,1,3,1,0,3,84,42.812993,14.270998,30.386814,37.779358
815,0.0,16.964741,22.283015,33.36,35.862,654.344307,150.954,1.664702,797.281065,136.776,16.911419,20.865598,-0.053322,-1.417417,1.41842,0.044519,1,1,1,0,2,0,0,0,71,34.342176,34.342176,34.342176,34.342176,1,0,2,0,0,0,71,34.342176,34.342176,34.342176,34.342176
816,0.0,13.145756,11.569311,24.186,24.603,289.872963,128.436,2.128031,400.292478,95.91,13.003263,11.866566,-0.142493,0.297255,0.329644,0.014602,1,1,7,3,5,3,0,7,73,39.965539,5.709363,8.988998,21.671725,7,3,5,3,0,7,73,39.965539,5.709363,8.988998,21.671725
817,0.0,19.354303,10.568443,35.445,20.85,296.480745,112.59,1.844576,348.125778,110.922,19.002869,10.547892,-0.351434,-0.020551,0.352034,0.016721,1,1,1,0,2,0,0,0,68,33.609358,33.609358,33.609358,33.609358,1,0,2,0,0,0,68,33.609358,33.609358,33.609358,33.609358
818,0.0,18.066814,19.114739,40.449,33.36,420.985269,175.974,2.419414,804.410514,145.116,18.80295,14.822881,0.736137,-4.291858,4.354532,0.136065,1,1,1,0,2,0,0,0,104,54.494077,54.494077,54.494077,54.494077,1,0,2,0,0,0,104,54.494077,54.494077,54.494077,54.494077
819,0.0,29.773364,10.66422,52.959,18.765,349.343001,172.638,2.605586,653.127084,140.946,27.39932,9.148909,-2.374044,-1.515311,2.816425,0.097666,1,1,3,1,3,1,0,1,118,56.675174,18.891725,49.628085,54.417447,3,1,3,1,0,1,118,56.675174,18.891725,49.628085,54.417447
820,0.0,29.223622,16.311039,55.878,31.692,658.865421,231.852,2.548048,1107.151263,173.472,27.956454,13.54261,-1.267168,-2.768429,3.044653,0.081092,1,1,7,3,5,3,0,3,157,78.09035,11.155764,26.276085,66.587077,7,3,5,3,0,3,157,78.09035,11.155764,26.276085,66.587077
821,0.0,11.830819,13.374555,23.769,27.939,390.380805,104.25,1.488425,433.157499,101.748,12.062616,13.549822,0.231797,0.175266,0.2906,0.012374,1,1,1,0,2,0,0,0,25,12.569271,12.569271,12.569271,12.569271,1,0,2,0,0,0,25,12.569271,12.569271,12.569271,12.569271
822,0.0,23.041658,16.17191,43.368,31.692,843.013872,165.966,1.612489,996.731748,148.452,22.384723,16.657811,-0.656935,0.485901,0.817107,0.022937,1,1,1,0,2,0,0,0,52,26.246449,26.246449,26.246449,26.246449,1,0,2,0,0,0,52,26.246449,26.246449,26.246449,26.246449
